a,b,c,d,e
5.1,1.0321
4.9,-0.1250
4.7,0.3378
4.6,0.1064
5,1.2635
5.4,1.9577
4.6,0.8007
5,0.8007
4.4,-0.3564
4.9,0.1064
5.4,1.4949
4.8,0.8007
4.8,-0.1250
4.3,-0.1250
5.8,2.1891
5.7,3.1147
5.4,1.9577
5.1,1.0321
5.7,1.7263
5.1,1.7263
5.4,0.8007
5.1,1.4949
4.6,1.2635
5.1,0.5693
4.8,0.8007
5,-0.1250
5,0.8007
5.2,1.0321
5.2,0.8007
4.7,0.3378
4.8,0.1064
5.4,0.8007
5.2,2.4205
5.5,2.6519
4.9,0.1064
5,0.3378
5.5,1.0321
4.9,0.1064
4.4,-0.1250
5.1,0.8007
5,1.0321
4.5,-1.7448
4.4,0.3378
5,1.0321
5.1,1.7263
4.8,-0.1250
5.1,1.7263
4.6,0.3378
5.3,1.4949
5,0.5693
7,0.3378
6.4,0.3378
6.9,0.1064
5.5,-1.7448
6.5,-0.5878
5.7,-0.5878
6.3,0.5693
4.9,-1.5134
6.6,-0.3564
5.2,-0.8192
5,-2.4390
5.9,-0.1250
6,-1.9762
6.1,-0.3564
5.6,-0.3564
6.7,0.1064
5.6,-0.1250
5.8,-0.8192
6.2,-1.9762
5.6,-1.2820
5.9,0.3378
6.1,-0.5878
6.3,-1.2820
6.1,-0.5878
6.4,-0.3564
6.6,-0.1250
6.8,-0.5878
6.7,-0.1250
6,-0.3564
5.7,-1.0506
5.5,-1.5134
5.5,-1.5134
5.8,-0.8192
6,-0.8192
5.4,-0.1250
6,0.8007
6.7,0.1064
6.3,-1.7448
5.6,-0.1250
5.5,-1.2820
5.5,-1.0506
6.1,-0.1250
5.8,-1.0506
5,-1.7448
5.6,-0.8192
5.7,-0.1250
5.7,-0.3564
6.2,-0.3564
5.1,-1.2820
5.7,-0.5878
6.3,0.5693
5.8,-0.8192
7.1,-0.1250
6.3,-0.3564
6.5,-0.1250
7.6,-0.1250
4.9,-1.2820
7.3,-0.3564
6.7,-1.2820
7.2,1.2635
6.5,0.3378
6.4,-0.8192
6.8,-0.1250
5.7,-1.2820
5.8,-0.5878
6.4,0.3378
6.5,-0.1250
7.7,1.7263
7.7,-1.0506
6,-1.9762
6.9,0.3378
5.6,-0.5878
7.7,-0.5878
6.3,-0.8192
6.7,0.5693
7.2,0.3378
6.2,-0.5878
6.1,-0.1250
6.4,-0.5878
7.2,-0.1250
7.4,-0.5878
7.9,1.7263
6.4,-0.5878
6.3,-0.5878
6.1,-1.0506
7.7,-0.1250
6.3,0.8007
6.4,0.1064
6,-0.1250
6.9,0.1064
6.7,0.1064
6.9,0.1064
5.8,-0.8192
6.8,0.3378
6.7,0.5693
6.7,-0.1250
6.3,-1.2820
6.5,-0.1250
6.2,0.8007
5.9,-0.1250
